image_name,label,nose_x,nose_y,upper_jaw_x,upper_jaw_y,lower_jaw_x,lower_jaw_y,mouth_end_right_x,mouth_end_right_y,mouth_end_left_x,mouth_end_left_y,right_eye_x,right_eye_y,right_earbase_x,right_earbase_y,right_earend_x,right_earend_y,right_antler_base_x,right_antler_base_y,right_antler_end_x,right_antler_end_y,left_eye_x,left_eye_y,left_earbase_x,left_earbase_y,left_earend_x,left_earend_y,left_antler_base_x,left_antler_base_y,left_antler_end_x,left_antler_end_y,neck_base_x,neck_base_y,neck_end_x,neck_end_y,throat_base_x,throat_base_y,throat_end_x,throat_end_y,back_base_x,back_base_y,back_end_x,back_end_y,back_middle_x,back_middle_y,tail_base_x,tail_base_y,tail_end_x,tail_end_y,front_left_thai_x,front_left_thai_y,front_left_knee_x,front_left_knee_y,front_left_paw_x,front_left_paw_y,front_right_thai_x,front_right_thai_y,front_right_paw_x,front_right_paw_y,front_right_knee_x,front_right_knee_y,back_left_knee_x,back_left_knee_y,back_left_paw_x,back_left_paw_y,back_left_thai_x,back_left_thai_y,back_right_thai_x,back_right_thai_y,back_right_paw_x,back_right_paw_y,back_right_knee_x,back_right_knee_y,belly_bottom_x,belly_bottom_y,body_middle_right_x,body_middle_right_y,body_middle_left_x,body_middle_left_y
c,lying,0.43404543,0.27004322,0.43741557,0.2985019,0.43773067,0.31794983,0.39261806,0.3294532,0.49317896,0.32037145,0.36938766,0.26201287,0.29930907,0.24089968,0.2617173,0.24420534,0.36434144,0.20782223,0.36820036,0.20859937,0.5125911,0.25755766,0.573573,0.24500023,0.633336,0.24783917,0.48373187,0.20426595,0.5264602,0.1965323,0.42734835,0.32567975,0.41752067,0.4047862,0.45535308,0.38768858,0.44843483,0.45298108,0.42117646,0.42585084,0.30190703,0.46228448,0.46431747,0.4814531,0.23361957,0.45201907,0.12664354,0.56102777,0.6237461,0.6003737,0.5851549,0.70374984,0.56382823,0.8679224,0.27180833,0.6114624,0.33771068,0.8661017,0.28627917,0.69679594,0.62667304,0.8002645,0.5545217,0.87624663,0.6295581,0.7034507,0.33142412,0.68953705,0.418793,0.8679808,0.32983136,0.80033934,0.52063996,0.7311206,0.22970852,0.63797617,0.7242997,0.6344481
259frame_155_timestamp_5172.jpg,lying,0.4739268,0.35698614,0.46923143,0.37184867,0.46368307,0.38118187,0.44818667,0.38346085,0.47979924,0.37738705,0.42643613,0.3457575,0.39502504,0.33534667,0.37078562,0.31605756,0.41896126,0.32126108,0.43077657,0.29449514,0.4937495,0.33984026,0.47894338,0.3274692,0.5040826,0.3097747,0.45909882,0.3154134,0.48048195,0.29745445,0.48306546,0.39105904,0.4861005,0.45435572,0.4288315,0.4051497,0.42958033,0.46256042,0.4876295,0.46536085,0.46063372,0.47731456,0.5354852,0.500539,0.41478485,0.46801844,0.3280502,0.493294,0.5116599,0.5594058,0.49304226,0.62780136,0.4881555,0.7164384,0.3694515,0.56510824,0.4120728,0.7110416,0.40335932,0.6189684,0.57113904,0.66854715,0.5591702,0.72487766,0.5744824,0.6102118,0.53958625,0.6096265,0.54060596,0.71650964,0.5217876,0.6716105,0.54536253,0.6171567,0.38135937,0.58243257,0.5794428,0.56251806
288frame_102_timestamp_3400.jpg,lying,0.86411655,0.37190259,0.8533042,0.38958278,0.8322324,0.40387565,0.7978919,0.39707536,0.8036441,0.3904668,0.7441379,0.33919483,0.6277528,0.31778476,0.6364775,0.27742946,0.6803923,0.29311964,0.68741775,0.2601734,0.78419936,0.33261415,0.64920086,0.28834355,0.650478,0.27060077,0.6940868,0.28729656,0.68770987,0.26634765,0.5542917,0.32881376,0.41095734,0.40104863,0.64062524,0.40892413,0.56910473,0.4800306,0.38935915,0.4086185,0.3582489,0.45382673,0.2848274,0.46035558,0.44695264,0.43868458,0.45325673,0.5381301,0.49028608,0.6059486,0.45700726,0.8007829,0.47204274,0.71236384,0.41298375,0.5929323,0.4109767,0.7097071,0.45926794,0.8082875,0.23731661,0.64957494,0.22951151,0.8333384,0.23423037,0.7157733,0.20700315,0.70566964,0.22252396,0.84111446,0.16333169,0.64565766,0.3390269,0.64650494,0.24760765,0.56346565,0.48852387,0.56024414
1117frame_11_timestamp_367.jpg,lying,0.7084098,0.22868262,0.70493484,0.2502253,0.6966746,0.2677254,0.643889,0.2694868,0.7030722,0.26297185,0.59572196,0.21292534,0.49012315,0.19603865,0.4659474,0.17376935,0.5450351,0.16790521,0.5370084,0.14651951,0.6904592,0.20326945,0.64438564,0.17589024,0.6843406,0.16686082,0.62103766,0.16448575,0.6327273,0.1451438,0.45048717,0.25272852,0.3778762,0.32880253,0.6010997,0.3077324,0.5718681,0.3731669,0.359716,0.34075275,0.2485478,0.39429763,0.32387263,0.38931885,0.2291083,0.3812643,0.17725419,0.47957832,0.6145321,0.51050466,0.58191854,0.6097189,0.5633491,0.74182934,0.38527837,0.5132209,0.42795908,0.7373412,0.4025883,0.6079829,0.37225148,0.6658075,0.37645355,0.7466225,0.39165455,0.5914045,0.28758022,0.5756348,0.33265907,0.75034577,0.28879836,0.65225935,0.41169915,0.5930631,0.2680509,0.5122969,0.6488635,0.5113721
60frame_155_timestamp_5172.jpg,lying,0.22964485,0.26311243,0.2386084,0.2999047,0.26388633,0.33329475,0.2964888,0.32415202,0.3612408,0.3217059,0.36210564,0.20077926,0.56187177,0.122482,0.5567055,0.095541075,0.5126877,0.12999856,0.524238,0.102634564,0.4754321,0.2237949,0.6850157,0.1971256,0.7171688,0.12710677,0.59729636,0.13096294,0.65030223,0.092106916,0.7816835,0.24038579,0.9081,0.34214377,0.5642787,0.3859041,0.61101526,0.47670507,0.918894,0.367019,0.7945551,0.42400253,0.90688527,0.47749913,0.77907,0.3890809,0.74015516,0.4657197,0.8807541,0.62445456,0.815226,0.8557362,0.81313455,0.7580144,0.51980406,0.62893265,0.5012981,0.77454627,0.5807023,0.8746777,0.9564358,0.76885265,0.7954505,0.9053732,0.9342097,0.8083359,0.6772437,0.8082744,0.7432842,0.90506274,0.6604053,0.76929414,0.8303258,0.79373276,0.4927585,0.622019,1.0,0.6417006
61frame_161_timestamp_5372.jpg,lying,0.45781764,0.24169458,0.45841968,0.2716991,0.46318877,0.29461756,0.46942392,0.29069743,0.493305,0.2888949,0.4798538,0.2105621,0.53348094,0.1618709,0.5361659,0.12458335,0.53101695,0.1443055,0.5436767,0.121332295,0.5548184,0.21917039,0.61480916,0.18951859,0.64278334,0.14150807,0.5905827,0.14230946,0.6064581,0.11759616,0.6059536,0.25223553,0.6303934,0.37274548,0.56860566,0.3374814,0.58099854,0.43962651,0.63577193,0.39546588,0.6035691,0.45132458,0.5972825,0.49465382,0.6346012,0.40742123,0.6183691,0.5020373,0.7079816,0.62372804,0.66852164,0.88230574,0.6747063,0.7780679,0.472905,0.6274231,0.46069902,0.7964141,0.54401696,0.897675,0.66835666,0.76624733,0.572478,0.94466174,0.6536945,0.81487185,0.48107168,0.80216765,0.5065151,0.9429398,0.4463671,0.77033067,0.60415566,0.7593889,0.3824422,0.62616414,0.76516324,0.64043707
61frame_161_timestamp_5372.jpg,lying,0.5655915,0.23251401,0.55906117,0.26213804,0.550796,0.28348082,0.5411568,0.28979224,0.57741594,0.28104502,0.5002881,0.21736771,0.44972762,0.17779496,0.43856877,0.11449884,0.4927976,0.14919348,0.5008024,0.107381776,0.5923938,0.21108451,0.57865953,0.17226405,0.6174614,0.11543836,0.548574,0.14539722,0.55802387,0.1037685,0.47359177,0.28855696,0.43440542,0.40726835,0.52534926,0.33652714,0.52600944,0.43352768,0.42121455,0.42843586,0.32725015,0.4658235,0.43290412,0.51802075,0.28501865,0.43252522,0.19497074,0.5146827,0.6313932,0.6257395,0.5981841,0.7415163,0.5741126,0.9154467,0.37266937,0.63840693,0.41316122,0.9187661,0.41699228,0.74511063,0.50664335,0.8486401,0.4826824,0.92894846,0.5384706,0.74879646,0.42833227,0.73865765,0.48358232,0.92798984,0.40010285,0.83441585,0.50471973,0.7559983,0.27865347,0.66196287,0.6992735,0.67602813
663frame_0_timestamp_0.jpg,lying,0.70699555,0.5195743,0.7047809,0.52836573,0.7009062,0.5360155,0.6735893,0.52528936,0.7505009,0.5223453,0.67161024,0.46956378,0.65384805,0.42543215,0.6145242,0.37200335,0.6857924,0.4294971,0.6398007,0.35628176,0.77594554,0.47098297,0.8032883,0.425792,0.8524063,0.3740096,0.7657221,0.42767876,0.8210954,0.36291268,0.6412835,0.44024718,0.62545264,0.4480546,0.7118181,0.5429923,0.7053112,0.5621304,0.60832256,0.4471764,0.54449743,0.42249176,0.4794084,0.44124264,0.5934189,0.4382966,0.62761706,0.49768087,0.784472,0.5648697,0.73167133,0.6281139,0.7508238,0.5850184,0.56452477,0.55006456,0.58007926,0.5904994,0.6049571,0.6300115,0.54198277,0.54447734,0.47845244,0.60530263,0.49534178,0.5777957,0.3539132,0.56559503,0.38282818,0.61435664,0.34347856,0.5351329,0.5035692,0.5906053,0.44664723,0.5080061,0.7216362,0.50554204
663frame_0_timestamp_0.jpg,lying,0.71874815,0.5134539,0.71391076,0.5233623,0.7106952,0.5317973,0.681725,0.52415323,0.7483958,0.5198226,0.66684973,0.46864086,0.6336877,0.42970005,0.60024786,0.37065864,0.65778685,0.43152842,0.63826436,0.36356783,0.77052355,0.46655208,0.79159546,0.42455876,0.8387022,0.37503693,0.7517853,0.43209106,0.79307353,0.36789468,0.60562736,0.4548553,0.5800231,0.46323264,0.7149491,0.5420775,0.7114208,0.56266546,0.5673132,0.46583292,0.30435732,0.46739924,0.4276619,0.46701866,0.28997368,0.47741702,0.25036877,0.51275086,0.76789904,0.57050467,0.75099814,0.5954423,0.6922828,0.613432,0.55889386,0.55667436,0.58022887,0.624552,0.58250546,0.59493804,0.38586837,0.58735603,0.39368176,0.60658467,0.4144488,0.5842418,0.31747475,0.55645317,0.37112913,0.6092822,0.3466991,0.5592659,0.4658455,0.6035589,0.42628807,0.5311215,0.7193532,0.5274036
646frame_143_timestamp_4793.jpg,lying,0.31409353,0.6724102,0.31667435,0.6898788,0.31914434,0.6981201,0.2805482,0.6532238,0.34018955,0.6465234,0.26853913,0.52695155,0.23404606,0.42384693,0.20301816,0.37310153,0.23594089,0.427237,0.21633889,0.3701382,0.33496514,0.5141783,0.3449842,0.4010276,0.3534745,0.35363016,0.34090495,0.42678148,0.36792815,0.3641159,0.31303513,0.2978418,0.3317876,0.2420639,0.32914022,0.6196818,0.3419144,0.6286108,0.33503574,0.22862053,0.30370048,0.20654821,0.42334017,0.2060632,0.26874933,0.26100537,0.21125203,0.4563129,0.4212311,0.52668786,0.403739,0.6204359,0.3989244,0.73509234,0.26463348,0.56558114,0.2884131,0.7270689,0.27252027,0.6140142,0.5179712,0.5686623,0.48628283,0.67234665,0.5188839,0.4603016,0.36520514,0.4595664,0.43170282,0.6345339,0.3895296,0.5764629,0.4336592,0.5916444,0.2872665,0.38038334,0.4795521,0.3967748
